LicenseSerialNumber,LicenseTypeName,LicenseClassCode,LicenseTypeCode,AgencyZoneOfficeName,AgencyZoneOfficeNumber,CountyNameLicensee,PremisesName,DBA,Address1,Address2,City,State,Zip,LicenseCertificateNumber,LicenseOriginalIssueDate,LicenseEffectiveDate,LicenseExpirationDate,Latitude,Longitude,Location,add
1028512,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,"MUSEUM OF MODERN ART AND ART FOOD LLC, THE",,11 W 53RD STREET,,NEW YORK,NY,10019,844787,10/28/2004,3/1/2015,2/28/2017,40.76062816,-73.97618621,"(40.76062816, -73.97618621)",11 W 53RD STREET   NEW YORK   10019
1028517,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,ANGELO VIVOLO REST ASSOC INC,VIVOLO,140 E 74TH STREET,,NEW YORK,NY,10021,803009,9/16/1977,3/1/2014,2/29/2016,40.77172578,-73.96138618,"(40.77172578, -73.96138618)",140 E 74TH STREET   NEW YORK   10021
1028519,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,CAFFE ISLE OF CAPRI INC,,1028 3RD AVENUE,AKA 172 E 61ST STREET,NEW YORK,NY,10065,844860,10/20/1959,3/1/2015,2/28/2017,40.76280137,-73.96573778,"(40.76280137, -73.96573778)",1028 3RD AVENUE   NEW YORK   10065
1028520,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,DONOHUES CAFE INC,DONOHUE'S STEAK HOUSE,845 LEXINGTON AVE,,NEW YORK,NY,10021,844553,10/23/1959,3/1/2015,2/28/2017,40.76543367,-73.96575199,"(40.76543367, -73.96575199)",845 LEXINGTON AVE   NEW YORK   10021
1028525,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,IL VAGABONDO RESTAURANT INC,IL VAGABONDO,351 353 355 E 62ND STREET,,NEW YORK,NY,10021,844007,,3/1/2015,2/28/2017,40.76188902,-73.96144126,"(40.76188902, -73.96144126)",351 353 355 E 62ND STREET   NEW YORK   10021
1028533,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,MICHAEL KING INC,FINNEGANS WAKE,1361 1ST AVENUE,,NEW YORK,NY,10021,844572,3/1/1972,3/1/2015,2/28/2017,40.76851471,-73.95554132,"(40.76851471, -73.95554132)",1361 1ST AVENUE   NEW YORK   10021
1028537,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,RODNEY DANGERFIELD INC,DANGERFIELDS,1118 1ST AVENUE,,NEW YORK,NY,10021,844874,9/19/1969,3/1/2015,2/28/2017,40.76101318,-73.96086198,"(40.76101318, -73.96086198)",1118 1ST AVENUE   NEW YORK   10021
1028541,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,SOLIMAR RESTAURANT INC,MALAGA RESTAURANT,406 E 73RD STREET,,NEW YORK,NY,10021,846131,6/8/1973,6/5/2015,2/8/2017,40.76833754,-73.95533006,"(40.76833754, -73.95533006)",406 E 73RD STREET   NEW YORK   10021
1028559,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,LA GRENOUILLE INC,,3 E 52ND STREET,,NEW YORK,NY,10022,846572,,5/4/2015,2/28/2017,40.75977632,-73.97611651,"(40.75977632, -73.97611651)",3 E 52ND STREET   NEW YORK   10022
1028561,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,LE PERIGORD INC,,405 E 52ND STREET,,NEW YORK,NY,10022,865840,3/31/1964,3/1/2015,2/28/2017,40.75510622,-73.96504767,"(40.75510622, -73.96504767)",405 E 52ND STREET   NEW YORK   10022
1028563,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,LES BRASSEURS INC,LA MANGEOIRE,1006 08 2ND AVENUE,,NEW YORK,NY,10022,802917,4/19/1976,3/1/2014,2/29/2016,40.72385974,-73.99090889,"(40.72385974, -73.99090889)",1006 08 2ND AVENUE   NEW YORK   10022
1028567,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,MIMIS RESTAURANT CORP,MIMIS,984 2ND AVENUE,AKA 299 E 52 STREET,NEW YORK,NY,10022,845206,11/30/1973,3/1/2015,2/28/2017,40.7561127,-73.96751815,"(40.7561127, -73.96751815)",984 2ND AVENUE   NEW YORK   10022
1028572,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,SHUN LEE PALACE RESTAURANT INC,SHUN LEE PALACE,155 E 55TH STREET,,NEW YORK,NY,10022,843739,6/9/1971,3/1/2015,2/28/2017,40.75944946,-73.96952284,"(40.75944946, -73.96952284)",155 E 55TH STREET   NEW YORK   10022
1028574,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,TAKAHASHI RESTAURANT CORP,NADA SUSHI,135 E 50TH STREET,,NEW YORK,NY,10022,802778,1/10/1977,3/1/2014,2/29/2016,40.75643983,-73.97207614,"(40.75643983, -73.97207614)",135 E 50TH STREET   NEW YORK   10022
1028577,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,WAKO INTERNATIONAL CORP,RESTAURANT NIPPON,155 E 52ND STREET,,NEW YORK,NY,10022,843506,2/25/1966,3/1/2015,2/28/2017,40.75768382,-73.97118535,"(40.75768382, -73.97118535)",155 E 52ND STREET   NEW YORK   10022
1028579,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,358 RESTAURANT INC,NEARY'S PUB,358 E 57TH STREET,,NEW YORK,NY,10022,844462,3/6/1967,3/1/2015,2/28/2017,40.75859749,-73.96378483,"(40.75859749, -73.96378483)",358 E 57TH STREET   NEW YORK   10022
1028585,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,FIORELLOS ROMAN CAFE INC,FIORELLOS ROMAN CAFE,1900 BROADWAY,,NEW YORK,NY,10023,844825,2/26/2009,3/1/2015,2/28/2017,40.77135781,-73.98196157,"(40.77135781, -73.98196157)",1900 BROADWAY   NEW YORK   10023
1028607,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,LOUGH DUFF REST INC,BRADYS,1583 2ND AVE,,NEW YORK,NY,10028,844646,4/28/1961,3/1/2015,2/28/2017,40.77532557,-73.95366754,"(40.77532557, -73.95366754)",1583 2ND AVE   NEW YORK   10028
1028611,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,1616 SECOND AVE RESTAURANT INC,DORRIANS,1616 2ND AVENUE,,NEW YORK,NY,10028,844856,8/22/1962,3/1/2015,2/28/2017,40.77634052,-73.95276482,"(40.77634052, -73.95276482)",1616 2ND AVENUE   NEW YORK   10028
1028614,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,RAOS BAR & GRILL INC,,455 E 114TH STREET,AKA 265 PLEASANT AVENUE,NEW YORK,NY,10029,845011,,3/1/2015,2/28/2017,40.7944674,-73.93567123,"(40.7944674, -73.93567123)",455 E 114TH STREET   NEW YORK   10029
1028621,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,BARBETTA RESTAURANT INC,BARBETTA RESTAURANT,319 321 323 W 46TH STREET,,NEW YORK,NY,10036,844875,,3/1/2015,2/28/2017,40.76011857,-73.98855675,"(40.76011857, -73.98855675)",319 321 323 W 46TH STREET   NEW YORK   10036
1028628,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,LAUREL LEE REST INC,UN DEUX TROIS CAFE,123 W 44TH STREET,,NEW YORK,NY,10036,802739,,3/1/2014,2/29/2016,40.7565756,-73.98408439,"(40.7565756, -73.98408439)",123 W 44TH STREET   NEW YORK   10036
1028631,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,MAGEE MAHON CAFE INC,PIG 'N WHISTLE,58 W 48TH STREET,,NEW YORK,NY,10036,788865,11/2/2005,3/1/2014,2/29/2016,40.75816653,-73.98032563,"(40.75816653, -73.98032563)",58 W 48TH STREET   NEW YORK   10036
1028632,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,PERGOLA DES ARTISTES INC,,252 W 46TH STREET,,NEW YORK,NY,10036,802693,1/10/1977,3/1/2014,2/29/2016,40.75916627,-73.98662437,"(40.75916627, -73.98662437)",252 W 46TH STREET   NEW YORK   10036
1028637,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,326 RESTAURANT CORP,JOE ALLEN'S,326 W 46TH STREET,,NEW YORK,NY,10036,844706,,3/1/2015,2/28/2017,40.76006797,-73.98873601,"(40.76006797, -73.98873601)",326 W 46TH STREET   NEW YORK   10036
1028638,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,407 WEST 42ND STREET CORP,WEST BANK CAFE,407 W 42ND STREET,,NEW YORK,NY,10036,788982,6/22/1978,3/1/2014,2/29/2016,40.75859726,-73.99290675,"(40.75859726, -73.99290675)",407 W 42ND STREET   NEW YORK   10036
1028641,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,ML REST INC,,75 MAIDEN LANE,,NEW YORK,NY,10038,802856,12/13/1976,3/1/2014,2/29/2016,40.70772112,-74.00771418,"(40.70772112, -74.00771418)",75 MAIDEN LANE   NEW YORK   10038
1028646,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,KURAOKA & COMPANY INC,SOBA NIPPON,666 5TH AVENUE,,NEW YORK,NY,10103,788948,4/23/2001,3/1/2014,2/29/2016,40.7601887,-73.97606678,"(40.7601887, -73.97606678)",666 5TH AVENUE   NEW YORK   10103
1028655,RESTAURANT LIQUOR,241,RL,New York City,1,NEW YORK,HUGHES TAVERN LLC,HUGHES TAVERN,1682 1ST AVENUE,,NEW YORK,NY,10128,845338,3/9/2005,3/3/2015,2/28/2017,40.77780381,-73.94859483,"(40.77780381, -73.94859483)",1682 1ST AVENUE   NEW YORK   10128
1028701,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SANAA ENTERPRISES INC,SEATTLE COFFEE ROASTERS,202 W 34TH STREET,,NEW YORK,NY,10001,816701,9/18/1998,9/1/2015,8/31/2017,40.75100216,-73.99078738,"(40.75100216, -73.99078738)",202 W 34TH STREET   NEW YORK   10001
1028728,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,DANIEL CABA,EL NUEVO AMANECER REST,117 STANTON ST,,NEW YORK,NY,10002,829912,12/23/1999,12/1/2015,11/30/2017,40.72091918,-73.98698642,"(40.72091918, -73.98698642)",117 STANTON ST   NEW YORK   10002
1028731,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,EL CASTILLO DE JAGUA REST CORP,,113 RIVINGTON STREET,,NEW YORK,NY,10002,829207,,7/1/2015,6/30/2017,40.71985832,-73.98783878,"(40.71985832, -73.98783878)",113 RIVINGTON STREET   NEW YORK   10002
1028734,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,EL CASTILLO DE MADISON REST CORP,,207 MADISON STREET,,NEW YORK,NY,10002,828866,,6/1/2015,5/31/2017,40.71273835,-73.98958635,"(40.71273835, -73.98958635)",207 MADISON STREET   NEW YORK   10002
1028749,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MILAGROS ACOSTA PENA,CIBAO RESTAURANT,72 CLINTON STREET,,NEW YORK,NY,10002,828987,6/25/1996,6/1/2015,5/31/2017,40.71913531,-73.98496058,"(40.71913531, -73.98496058)",72 CLINTON STREET   NEW YORK   10002
1028763,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,A & Z RESTAURANT CORP,WINE BAR,65 2ND AVENUE,NORTH STORE,NEW YORK,NY,10003,828740,7/5/2006,6/1/2015,5/31/2017,40.72611072,-73.98956027,"(40.72611072, -73.98956027)",65 2ND AVENUE   NEW YORK   10003
1028781,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,BROTHERS KHYBER PASS CORP,KHYBER PASS,34 SAINT MARKS PL,,NEW YORK,NY,10003,828212,4/24/1998,4/1/2015,3/31/2017,40.72867753,-73.98786543,"(40.72867753, -73.98786543)",34 SAINT MARKS PL   NEW YORK   10003
1028814,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,HIGHSEYKO CORPORATION,GUAYOYO,67 1ST AVE,,NEW YORK,NY,10003,817253,1/22/2010,11/1/2015,10/31/2017,40.72527671,-73.98697933,"(40.72527671, -73.98697933)",67 1ST AVE   NEW YORK   10003
1028831,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,KOLOMBOS REST INC,COOPERSTOWN RESTAURANT,339 1ST AVENUE,,NEW YORK,NY,10003,817272,7/26/1988,6/24/2015,6/30/2017,40.73485283,-73.98007174,"(40.73485283, -73.98007174)",339 1ST AVENUE   NEW YORK   10003
1028832,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,KT CORPORATION USA,,122 E 17TH STREET,,NEW YORK,NY,10003,829624,11/28/1989,11/1/2015,10/31/2017,40.73582487,-73.98743452,"(40.73582487, -73.98743452)",122 E 17TH STREET   NEW YORK   10003
1028834,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,LA PIZZA FRESCA LTD,LA PIZZA FRESCA RISTORANTE,31 E 20TH ST,,NEW YORK,NY,10003,829758,,12/1/2015,11/30/2017,40.73909319,-73.98946777,"(40.73909319, -73.98946777)",31 E 20TH ST   NEW YORK   10003
1028847,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MODERN GOURMET INC,,793 BROADWAY,,NEW YORK,NY,10003,816538,,9/1/2015,8/31/2017,40.73208881,-73.99142185,"(40.73208881, -73.99142185)",793 BROADWAY   NEW YORK   10003
1028865,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,RAJ MAHAL REST INC,,322 E 6TH STREET,,NEW YORK,NY,10003,829037,,8/1/2015,7/31/2017,40.72711101,-73.98800118,"(40.72711101, -73.98800118)",322 E 6TH STREET   NEW YORK   10003
1028879,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SHINKO FOODS INC,SHABU TATSU RESTAURANT,216 E 10TH STREET,WEST STORE,NEW YORK,NY,10003,827569,,3/1/2015,2/28/2017,40.72935736,-73.98596739,"(40.72935736, -73.98596739)",216 E 10TH STREET   NEW YORK   10003
1028886,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SOBAYA RESTAURANT INC,,229 E 9TH ST,,NEW YORK,NY,10003,817476,11/28/1997,11/1/2015,10/31/2017,40.72965823,-73.98819902,"(40.72965823, -73.98819902)",229 E 9TH ST   NEW YORK   10003
1028889,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,STELLA LUCIENNE PIZZA INC,,180 3RD AVENUE,AKA 145 E 16TH STREET,NEW YORK,NY,10003,816507,8/3/1988,8/1/2015,7/31/2017,40.73503568,-73.98597365,"(40.73503568, -73.98597365)",180 3RD AVENUE   NEW YORK   10003
1028896,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,"FUTABA CORPORATION INC,THE",,77 IRVING PLACE,,NEW YORK,NY,10003,828887,,6/1/2015,5/31/2017,40.73697326,-73.98665357,"(40.73697326, -73.98665357)",77 IRVING PLACE   NEW YORK   10003
1028900,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,VESELKA ENTERPRISES LTD,VESELKA COFFEE SHOP,144 2ND AVENUE,,NEW YORK,NY,10003,829628,,12/1/2015,11/30/2017,40.72914199,-73.98719845,"(40.72914199, -73.98719845)",144 2ND AVENUE   NEW YORK   10003
1028909,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,184 3RD AVENUE RESTAURANT CORP,GRAMERCY CAFE,184 3RD AVENUE,,NEW YORK,NY,10003,828827,,6/1/2015,5/31/2017,40.73514583,-73.98589394,"(40.73514583, -73.98589394)",184 3RD AVENUE   NEW YORK   10003
1028916,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,65TH ST MARKS BISTRO INC,JULES BISTRO,65 ST MARKS PLACE,,NEW YORK,NY,10003,827920,,3/1/2015,2/28/2017,40.72805766,-73.98624677,"(40.72805766, -73.98624677)",65 ST MARKS PLACE   NEW YORK   10003
1028920,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,87TH PIZZERIA CORP,PATSY'S PIZZERIA,67 UNIVERSITY PLACE,AKA 23 E 10TH STREET,NEW YORK,NY,10003,829217,,7/1/2015,6/30/2017,40.73299779,-73.99347956,"(40.73299779, -73.99347956)",67 UNIVERSITY PLACE   NEW YORK   10003
1028964,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,AND ANOTHER ONE INC,IL POSTO CANTO,190 E 2ND ST,,NEW YORK,NY,10009,827663,,2/4/2015,1/31/2017,40.7221897,-73.9838649,"(40.7221897, -73.9838649)",190 E 2ND ST   NEW YORK   10009
1028978,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,DST RUSSIAN & TURKISH BATHS INC,,268 E 10TH STREET,,NEW YORK,NY,10009,827357,1/15/1991,1/5/2015,12/31/2016,40.72823109,-73.98330943,"(40.72823109, -73.98330943)",268 E 10TH STREET   NEW YORK   10009
1028988,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,GELSIMINA INC,TWO BOOTS PIZZA,42 AVENUE A,,NEW YORK,NY,10009,816921,9/25/1998,9/1/2015,8/31/2017,40.72370436,-73.98514648,"(40.72370436, -73.98514648)",42 AVENUE A   NEW YORK   10009
1028989,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,HARU INC,UPPER LEVEL,85 AVENUE A,NORTHERLY STORE,NEW YORK,NY,10009,827146,,1/1/2015,12/31/2016,40.72531521,-73.98413018,"(40.72531521, -73.98413018)",85 AVENUE A   NEW YORK   10009
1029012,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MOUSTACHE INC,MOUSTACHE RESTAURANT,265 E 10TH ST,,NEW YORK,NY,10009,816660,,9/1/2015,8/31/2017,40.72840532,-73.98342492,"(40.72840532, -73.98342492)",265 E 10TH ST   NEW YORK   10009
1029052,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,LAMARCA INC,LAMARCA PASTA RESTAURANT,282 3RD AVE,AKA 161 E 22ND ST,NEW YORK,NY,10010,817195,9/21/1998,9/18/2015,8/31/2017,40.73820076,-73.98367642,"(40.73820076, -73.98367642)",282 3RD AVE   NEW YORK   10010
1029074,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,CAFE ASEAN CORPORATION,CAFE ASEAN,117 W 10TH STREET,,NEW YORK,NY,10011,828324,,5/1/2015,4/30/2017,40.73481134,-73.99947704,"(40.73481134, -73.99947704)",117 W 10TH STREET   NEW YORK   10011
1029084,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,ELEPHANT & CASTLE INC,ELEPHANT & CASTLE,68 GREENWICH AVENUE,,NEW YORK,NY,10011,827608,6/21/1984,3/1/2015,2/28/2017,40.73647227,-74.00095944,"(40.73647227, -74.00095944)",68 GREENWICH AVENUE   NEW YORK   10011
1029090,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,CHELSEA CHINESE RESTAURANT INC,,229 9TH AVE,,NEW YORK,NY,10011,827344,3/9/1999,3/1/2015,2/28/2017,40.74720103,-74.00087782,"(40.74720103, -74.00087782)",229 9TH AVE   NEW YORK   10011
1029093,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,I PATACA RESTAURANT CORP,PIADINA,57 W 10TH STREET,,NEW YORK,NY,10011,829227,,7/1/2015,6/30/2017,40.73426115,-73.99730948,"(40.73426115, -73.99730948)",57 W 10TH STREET   NEW YORK   10011
1029094,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,KEM REST INC,DON GIOVANNI RISTORANTE,214 10TH AVENUE,,NEW YORK,NY,10011,827055,3/28/2003,1/1/2015,12/31/2016,40.74776006,-74.00402989,"(40.74776006, -74.00402989)",214 10TH AVENUE   NEW YORK   10011
1029129,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SONNY LOU INC,PEPE GIALLO,253 10TH AVE,,NEW YORK,NY,10011,829289,,8/1/2015,7/31/2017,40.74884926,-74.00339027,"(40.74884926, -74.00339027)",253 10TH AVE   NEW YORK   10011
1029133,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,6688 CORP,SAMMYS NOODLE SHOP & GRILL,453 461 AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,828424,6/3/2011,5/1/2015,4/30/2017,40.73532979,-73.99838805,"(40.73532979, -73.99838805)",453 461 AVENUE OF THE AMERICAS   NEW YORK   10011
1029148,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,BEL AME REST CORP,VOL DE NUIT,148 W 4TH STREET,,NEW YORK,NY,10012,816850,12/15/2010,10/1/2015,9/30/2017,40.73155613,-74.00080686,"(40.73155613, -74.00080686)",148 W 4TH STREET   NEW YORK   10012
1029155,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,CAFFE VALDINO INC,V BAR,225 SULLIVAN STREET,,NEW YORK,NY,10012,827281,5/31/2001,2/1/2015,1/31/2017,40.72940986,-73.99981176,"(40.72940986, -73.99981176)",225 SULLIVAN STREET   NEW YORK   10012
1029175,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,FLEXIBLE FISH CORP,BLUE RIBBON SUSHI,119 SULLIVAN ST,,NEW YORK,NY,10012,817341,,10/1/2015,9/30/2017,40.72599851,-74.0026452,"(40.72599851, -74.0026452)",119 SULLIVAN ST   NEW YORK   10012
1029192,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,J J APRICOT LTD,TOMOE SUSHI,172 THOMPSON STREET,,NEW YORK,NY,10012,827407,1/28/2002,3/1/2015,2/28/2017,40.72757547,-74.00029144,"(40.72757547, -74.00029144)",172 THOMPSON STREET   NEW YORK   10012
1029209,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MARUMI CORPORATION,MARUMI,546 LA GUARDIA PLACE,,NEW YORK,NY,10012,816806,,10/1/2015,9/30/2017,40.72883166,-73.99838982,"(40.72883166, -73.99838982)",546 LA GUARDIA PLACE   NEW YORK   10012
1029220,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,PEE WEE & TYSON LTD,CAFE GITANE,242 MOTT STREET,,NEW YORK,NY,10012,828236,,4/1/2015,3/31/2017,40.72308699,-73.99479655,"(40.72308699, -73.99479655)",242 MOTT STREET   NEW YORK   10012
1029227,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,POMADORO RISTORANTE & PIZZERIA INC,POMADORO PIZZERIA,51 SPRING ST,,NEW YORK,NY,10012,827225,1/30/1990,1/1/2015,12/31/2016,40.72205577,-73.99638446,"(40.72205577, -73.99638446)",51 SPRING ST   NEW YORK   10012
1029242,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SOHO LE PETITI CAFE INC,,156 SPRING STREET,,NEW YORK,NY,10012,829125,,8/1/2015,7/31/2017,40.72435139,-74.00168381,"(40.72435139, -74.00168381)",156 SPRING STREET   NEW YORK   10012
1029252,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,TRE GIOVANI INC,TRE GIOVANI PIZZA & PASTA,548 LAGUARDIA PL,,NEW YORK,NY,10012,830078,12/24/1992,1/11/2016,11/30/2017,40.72888562,-73.99834499,"(40.72888562, -73.99834499)",548 LAGUARDIA PL   NEW YORK   10012
1029329,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,PQ SOHO LLC,LE PAIN QUOTIDIEN,100 GRAND ST,,NEW YORK,NY,10013,827061,,1/1/2015,12/31/2016,40.7214001,-74.00162258,"(40.7214001, -74.00162258)",100 GRAND ST   NEW YORK   10013
1029330,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,PONGSRI THAI CORP,PONGSRI THAI RESTAURANT,106 BAYARD STREET,,NEW YORK,NY,10013,827851,4/12/1976,3/1/2015,2/28/2017,40.71599558,-73.99939267,"(40.71599558, -73.99939267)",106 BAYARD STREET   NEW YORK   10013
1029363,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,110 VARICK ST CORP,AMELLIAS FOOD SHOP,110 VARICK STREET,,NEW YORK,NY,10013,828006,4/16/1990,4/1/2015,3/31/2017,40.72441173,-74.00591524,"(40.72441173, -74.00591524)",110 VARICK STREET   NEW YORK   10013
1029377,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,BAR GIACOSA CORP,BAR PITTI,268 AVENUE OF THE AMERICAS,,NEW YORK,NY,10014,817275,11/13/1992,11/1/2015,10/31/2017,40.72923752,-74.00231787,"(40.72923752, -74.00231787)",268 AVENUE OF THE AMERICAS   NEW YORK   10014
1029378,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,BEDFORD PITZA CORP,MOUSTACHE RESTAURANT,90 BEDFORD STREET,,NEW YORK,NY,10014,828884,7/16/1996,7/1/2015,6/30/2017,40.7321568,-74.00519826,"(40.7321568, -74.00519826)",90 BEDFORD STREET   NEW YORK   10014
1029398,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,FRISOLINO INC,PICCOLO ANGOLO,621 HUDSON STREET,,NEW YORK,NY,10014,816937,,9/1/2015,8/31/2017,40.73791616,-74.00569574,"(40.73791616, -74.00569574)",621 HUDSON STREET   NEW YORK   10014
1029402,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,GANSEVOORT MARKET COFFEE SHOP INC,HECTORS PLACE,44 LITTLE W 12TH STREET,,NEW YORK,NY,10014,828798,5/24/1989,5/12/2015,4/30/2017,40.73522748,-73.99605617,"(40.73522748, -73.99605617)",44 LITTLE W 12TH STREET   NEW YORK   10014
1029403,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,GHANDI CAFE INC,,283 BLEECKER ST,,NEW YORK,NY,10014,829854,12/3/1999,12/1/2015,11/30/2017,40.73182928,-74.00325899,"(40.73182928, -74.00325899)",283 BLEECKER ST   NEW YORK   10014
1029412,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,I MALATESTA TRATORIA INC,A/K/A 159 CHRISTOPHER ST,649 WASHINGTON STREET,,NEW YORK,NY,10014,828842,6/19/1998,6/1/2015,5/31/2017,NA,NA,,649 WASHINGTON STREET   NEW YORK   10014
1029427,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,L'ESPLANADE INC,LE GIGOT,18 CORNELIA ST,,NEW YORK,NY,10014,816955,3/18/2009,10/1/2015,9/30/2017,40.73159932,-74.00141416,"(40.73159932, -74.00141416)",18 CORNELIA ST   NEW YORK   10014
1029434,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MANEKEN CORP,PETITE ABEILLE,466 HUDSON ST,,NEW YORK,NY,10014,817489,10/23/1997,10/14/2015,9/30/2017,40.73175634,-74.00652238,"(40.73175634, -74.00652238)",466 HUDSON ST   NEW YORK   10014
1029444,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,NIKJAK CORP,KARAVAS PIZZA N PITA,108 7TH AVENUE SOUTH,,NEW YORK,NY,10014,817345,12/5/1994,12/1/2015,11/30/2017,40.73348773,-74.00295086,"(40.73348773, -74.00295086)",108 7TH AVENUE SOUTH   NEW YORK   10014
1029452,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,POWERFUL KATINKA INC,PEARL OYSTER BAR,18 CORNELIA STREET,,NEW YORK,NY,10014,828260,6/25/1997,6/1/2015,5/31/2017,40.73159932,-74.00141416,"(40.73159932, -74.00141416)",18 CORNELIA STREET   NEW YORK   10014
1029453,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,RASU REALTY CORPORATION,PO,31 CORNELIA STREET,,NEW YORK,NY,10014,816845,8/19/1993,8/18/2015,7/31/2017,40.73161394,-74.00171498,"(40.73161394, -74.00171498)",31 CORNELIA STREET   NEW YORK   10014
1029455,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,RESTAURANT 597 INC,BUS STOP,597 HUDSON STREET,,NEW YORK,NY,10014,829513,12/8/1994,12/1/2015,11/30/2017,40.73704523,-74.00587257,"(40.73704523, -74.00587257)",597 HUDSON STREET   NEW YORK   10014
